,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
2680,"RT @ninaninoooooo: Sampai rumah, lihat berita erupsi gunung Tangkuban Parahu.

Otomatis scrolling mencari informasi dari twit Pak Sutopo. L…",404 not found,6212,134,"Jombang, Indonesia",False,0,2,2019-07-26 11:29:44
2681,"Gunung Tangkuban Parahu Erupsi, Rekomendasi PVMBG Badan Geologi soal Sebaran Abu dan Wilayah Rawan https://t.co/qTAxNyhxW1 via @tribunkaltim",TribunKaltim.co,222566,27703,Balikpapan. Indonesia,False,0,0,2019-07-26 11:29:40
2682,"RT @VIVAcoid: Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVBG) melaporkan telah terjadi erupsi Gunung Tangkuban Parahu, Jawa Barat pad…",🏹,16784,880,Indonesia,False,0,31,2019-07-26 11:29:29
2683,RT @SINDOnews: Efek erupsi Gunung Tangkuban Parahu @BNPB_Indonesia  kiriman pembaca https://t.co/wkp2y7ClCc,Sukma P Cahyawening,12865,405,"ÜT: -6.9190502,107.6851944",False,0,97,2019-07-26 11:29:27
2684,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Bodo Amat,6693,1305,"Bandung, Jawa Barat, Indonesia",False,0,240,2019-07-26 11:29:26
2685,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter -  https://t.co/6JaUAn4Khf",TIMES Yogyakarta,253,111,"Yogyakarta, Indonesia",False,0,0,2019-07-26 11:29:23
2686,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",KlitahKlitih,17412,117,Lumajang,False,0,95,2019-07-26 11:29:21
2687,@zeebezeeb @askfess erupsi gunung tangkuban parahu mas,caaa,116910,414,ucing terdekatt,False,1,0,2019-07-26 11:29:19
2688,Mugia tong papanjangn soal na Deket k lembur 😥 https://t.co/lYPuTSfkWA,Sentsent RTF Colony,2773,79,"Purwakarta, West Java ID",False,0,0,2019-07-26 11:29:18
2689,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Mooi Uyub,2219,30,31 August 1992,False,0,240,2019-07-26 11:29:16
2690,"RT @yugirachmanto: Stay safe gaes

https://t.co/2BxciZOZSP",Benben,13188,562,Indonesia,False,0,18,2019-07-26 11:29:16
2691,"RT @hendralm: Ini beneran gunung Tangkuban Parahu, Lembang erupsi????? https://t.co/nYYvq0tqHS",caca,15090,264,"Bandung, Indonesia",False,0,28,2019-07-26 11:29:13
2692,"RT @hendralm: Ini beneran gunung Tangkuban Parahu, Lembang erupsi????? https://t.co/nYYvq0tqHS",DAY,29605,1006,Bandung,False,0,28,2019-07-26 11:29:05
2693,"Gunung Tangkuban Parahu Erupsi, Pengunjung Dievakuasi #med14kita #Omahnews
https://t.co/6wdc2pFuOa",omahnews,841,327,"Blimbing, Indonesia",False,0,0,2019-07-26 11:29:04
2694,"RT @detikTravel: #MostPopular Gunung Tangkuban Parahu Erupsi, Wisatawan Dilarang ke Kawah https://t.co/zKrlOACFXS",Pink89,18119,12,,False,0,3,2019-07-26 11:28:59
2695,"Video Detik-detik Gunung Tangkuban Parahu Erupsi, Kolom Abu Mencapai Ketinggian 200 Meter https://t.co/JsE1i4KO1y lewat @tribunnews",TRIBUNnews.com,587819,768154,Indonesia,False,7,3,2019-07-26 11:28:57
2696,"RT @KompasTV: [VIDEO] BREAKING NEWS – Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/9eYJnOWwDk https://t.co/gvaeRn…",adit.,9391,231,"DKI Jakarta, Indonesia",False,0,37,2019-07-26 11:28:53
2697,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,M. Tauhid Sahadat,11418,350,Indonesia,False,0,562,2019-07-26 11:28:53
2698,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",R. Maulana,36793,255,"Ota-shi, Gunma",False,0,146,2019-07-26 11:28:46
2699,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",rara.,7689,104,Indonesia,False,0,240,2019-07-26 11:28:44
2700,RT @idntimes: Abu vulkanik Gunung Tangkuban Parahu setinggi 200 meter https://t.co/dalcpaJbnr,Salma A. Hilmy,18552,308,Tangerang-Jonggol,False,0,11,2019-07-26 11:28:31
2701,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Yeni,1499,220,"sleman,yogyakarta",False,0,198,2019-07-26 11:28:24
2702,"RT @merdekadotcom: Gunung Tangkuban Parahu Erupsi, Petugas Fokus Evakuasi https://t.co/tKlLcsd9nI",kurang teratur,20050,570,Anfield,False,0,3,2019-07-26 11:28:22
2703,RT @OfficialiNewsTV: Gunung Tangkuban Parahu erupsi sore ini sekitar pukul 15.48 WIB. PVMBG Badan Geologi @KementerianESDM menyebut gunung…,Rizky St,594,44,Depok - Indonesia,False,0,66,2019-07-26 11:28:21
2704,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,D N,4064,250,"ÜT: -6.9486391,107.6022813",False,0,562,2019-07-26 11:28:17
2705,RT @cnbcindonesia: Penampakan Erupsi di Gunung Tangkuban Parahu https://t.co/5p0VRvYHha,Zulkarnain I Muhibat,1783,182,Bandung - Indonesia,False,0,1,2019-07-26 11:28:12
2706,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",NH²,462,23,,False,0,198,2019-07-26 11:28:08
2707,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,prayoga praba,37126,419,"Bandung, Jawa Barat",False,0,313,2019-07-26 11:28:07
2708,Ramainya kicauan netizen soal erupsi Tangkuban Parahu membuat gunung tersebut kini masuk trending topic Twitter. https://t.co/DVx9FwJUPB,kumparan,280230,182489,Jakarta Capital Region,True,9,5,2019-07-26 11:28:07
2709,"RT @VIVAcoid: Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVBG) melaporkan telah terjadi erupsi Gunung Tangkuban Parahu, Jawa Barat pad…",PMII Garis Lucu,1485,774,"DKI Jakarta, Indonesia",False,0,31,2019-07-26 11:28:05
2710,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Muhammad Ramdhani Nugraha,866,560,,False,0,313,2019-07-26 11:28:01
2711,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Tito,5239,261,knowhere,False,0,240,2019-07-26 11:28:01
2712,RT @SonoraFM92: Pernyataan Resmi Kementerian Pariwisata tentang Erupsi Gunung Tangkuban Parahu https://t.co/MmqCqrosWa,chunulhs,1355,10,,False,0,1,2019-07-26 11:27:52
2713,RT @detikcom: Kolom abu erupsi Gunung Tangkuban Parahu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan sela…,Iᑕᗩ | Jallangdan❜s✨,2076,544,X1 x 1the9,False,0,47,2019-07-26 11:27:39
2714,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",M. Okky Aditya,48578,506,"Bandung, Indonesia",False,0,240,2019-07-26 11:27:39
2715,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,sitikomariah,648,87,Bandung,False,0,562,2019-07-26 11:27:38
2716,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Ututya Lisya Wijaya,8355,322,,False,0,198,2019-07-26 11:27:35
2717,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Mas Dumb,1779,166,"Kedungreja,cilacap,jawa tengah",False,0,198,2019-07-26 11:27:32
2718,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Gozin,14070,232,Bandung Selatan-Bandung Timur,False,0,266,2019-07-26 11:27:31
2719,Tinggi kolom abu mencapai 200 meter https://t.co/0VsoA8Y8Du,IDN Times,100872,381589,,True,3,3,2019-07-26 11:27:27
2720,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Xia,756,33,,False,0,562,2019-07-26 11:27:18
2721,RT @detikcom: Kolom abu erupsi Gunung Tangkuban Parahu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan sela…,Angga Kurniawan,63195,154,"Bandung,Indonesia",False,0,47,2019-07-26 11:27:18
2722,"Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVBG) melaporkan telah terjadi erupsi Gunung Tangkuban Parahu, Jawa… https://t.co/wh9b2JiUdt",VIVAcoid,1094008,4112055,"Jakarta, Indonesia",True,35,31,2019-07-26 11:27:16
2723,RT @SINDOnews: @BNPB_Indonesia Erupsi Gunung Tangkuban Parahu ( kiriman pembaca Sindonews) @MNCkoranSINDO  #TangkubanParahu https://t.co/pB…,Isny,10533,531,,False,0,118,2019-07-26 11:27:16
2724,"wHY AM I NOT INFORMED SOONER?? 

https://t.co/RC0BbC74l1",Eyen,385,44,"Bogor, Jawa Barat",False,0,0,2019-07-26 11:27:15
2725,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Dik Goank,5083,43,,False,0,198,2019-07-26 11:27:09
2726,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",( ˘ ³˘),5838,586,Crocodile Forget,False,0,198,2019-07-26 11:27:08
2727,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",Sepedaan yook 🥤,27750,276,DKI Jakarta - Heaven ,False,0,95,2019-07-26 11:27:06
2728,RT @SINDOnews: @BNPB_Indonesia Erupsi Gunung Tangkuban Parahu ( kiriman pembaca Sindonews) @MNCkoranSINDO  #TangkubanParahu https://t.co/pB…,Riozz,19859,387,"Kyoto-shi Nishikyo, Kyoto",False,0,118,2019-07-26 11:27:01
2729,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Sahala Riyadi,2919,103,,False,0,146,2019-07-26 11:26:54
2730,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",🍒,10950,1272,"Seoul South,korea",False,0,240,2019-07-26 11:26:52
2731,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Om Jin,5142,120,"DKI Jakarta, Indonesia",False,0,266,2019-07-26 11:26:42
2732,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",RemotTV,1330,90,"Temanggung, Jawa Tengah",False,0,266,2019-07-26 11:26:41
2733,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",febby larasati,1659,82,Tetangganya manusia,False,0,266,2019-07-26 11:26:41
2734,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Apaan,79,20,Banjarmasin,False,0,240,2019-07-26 11:26:39
2735,"RT @lekopr: Gunung Tangkuban Perahu Erupsi td jam 4 @permadiaktivis @ridwankamil 

https://t.co/nATx9q7Raw https://t.co/FR9I5p7HB1",Meiranurlaily,1681,124,"Grobogan, Indonesia",False,0,240,2019-07-26 11:26:35
2736,"RT @infogarut: 📡NEWSALERT : Gunung Tangkuban Parahu Meletus pukul 14.48 WIB.

Gunung Tangkuban Parahu, Jawa Barat erupsi sekitar pkl 14.48…",Arpah Sakinah,1072,208,Garut,False,0,116,2019-07-26 11:26:18
2737,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,NOVIANTO,5831,313,"Bandung, Indonesia",False,0,562,2019-07-26 11:26:14
2738,RT @detikcom: Kolom abu erupsi Gunung Tangkuban Parahu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan sela…,hotfmradioserang,106191,847,,False,0,47,2019-07-26 11:26:09
2739,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter - https://t.co/jRTU9uhkdu",Nusantara News,40594,2308,"DKI Jakarta, Indonesia",False,0,0,2019-07-26 11:26:03
2740,RT @e100ss: #SSInfo: Gunung Tangkuban Parahu erupsi tadi (26/7) sore pk. 15.48 WIB dengan tinggi kolom abu teramati sekitar 200m di atas pu…,myrthari,14467,397,,False,0,7,2019-07-26 11:26:02
2741,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Andika Nurfajri,6522,262,,False,0,562,2019-07-26 11:25:54
2742,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,Resi,31416,786,Bogor Indonesia,False,0,49,2019-07-26 11:25:50
2743,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",sorem,11968,818,,False,0,266,2019-07-26 11:25:42
2744,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Oompaloompa,21305,274,,False,0,146,2019-07-26 11:25:39
2745,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Salma A. Hilmy,18552,308,Tangerang-Jonggol,False,0,146,2019-07-26 11:25:28
2746,"RT @CNNIndonesia: Gunung Tangkuban Parahu Erupsi, Tinggi Kolom Abu 200 Meter https://t.co/G23suLaeZg",Satrio,3585,89,BKS - MRI - UI --- YK/LPN ,False,0,33,2019-07-26 11:25:28
2747,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",kang kung,753,4,,False,0,266,2019-07-26 11:25:27
2748,"RT @infogarut: 📡NEWSALERT : Gunung Tangkuban Parahu Meletus pukul 14.48 WIB.

Gunung Tangkuban Parahu, Jawa Barat erupsi sekitar pkl 14.48…",matasipit,4300,1008,purwakarta ,False,0,116,2019-07-26 11:25:23
2749,RT @idntimes: Erupsi masih berlangsung https://t.co/61MqyJNnMd,Salma A. Hilmy,18552,308,Tangerang-Jonggol,False,0,1,2019-07-26 11:25:16
2750,RT @SINDOnews: @BNPB_Indonesia Erupsi Gunung Tangkuban Parahu ( kiriman pembaca Sindonews) @MNCkoranSINDO  #TangkubanParahu https://t.co/pB…,N. Habibah,29031,306,'67 chevy impala's backseat,False,0,118,2019-07-26 11:25:15
2751,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,MFS,23896,487,Ashburton Grove,False,0,49,2019-07-26 11:25:02
2752,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Dyah Anggraeni,19032,576,Bandung,False,0,562,2019-07-26 11:24:55
2753,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",chitato sapi panggang,7085,38,City of Bikinni Bottom ,False,0,198,2019-07-26 11:24:55
2754,"RT @suryamaman: Semoga tetap aman terkendali &amp; semua diberi keselamatan. 🙏

@detik_Bandung Gunung Tangkuban Parahu Erupsi, Pengunjung Dieva…",Reza Maulana,23141,469,"Bandung, Indonesia",False,0,1,2019-07-26 11:24:52
2755,Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik pada Jumat (26/7/2019) sekitar pukul 16.00 WI… https://t.co/sXB247taVV,MNC Trijaya 104.6 FM,298537,43388,Jakarta,False,1,1,2019-07-26 11:24:49
2756,"RT @SonoraFM92: 18.17 #BeritaSONORA - Pernyataan Resmi Kementerian Pariwisata tentang Erupsi Gunung Tangkuban Parahu, https://t.co/QdbXgvoB…",Shinta Effendi,53528,7874,Nusantara,False,0,1,2019-07-26 11:24:48
2757,"#MostPopular Gunung Tangkuban Parahu Erupsi, Wisatawan Dilarang ke Kawah https://t.co/zKrlOACFXS",detikTravel,83262,463582,Indonesia,False,0,3,2019-07-26 11:24:47
2758,RT @detikcom: Kolom abu erupsi Gunung Tangkuban Parahu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan sela…,#WhatAlifeWithSechan,12187,327,Indonesia,False,0,47,2019-07-26 11:24:44
2759,"RT @RadioElshinta: @BNPB_Indonesia @nendarahmad1988 BREAKING NEWS! Erupsi Gunung Tangkuban Parahu, Jawa Barat, Jumat (26/7) pukul 15:48 WIB…",Kuncen beringin,2769,316,jakarta,False,0,28,2019-07-26 11:24:41
2760,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,Ji,23707,318,,False,0,562,2019-07-26 11:24:26
2761,"RT @OppositeNewsID: BREAKING NEWS.‼️

Harap berhati2 bagi warga Jawa Barat, kalau bisa segera mengungsi..!

Gunung Tangkuban Parahu erupsi…",Ndoenk_165,681,544,"DKI Jakarta, Indonesia",False,0,72,2019-07-26 11:24:21
2762,RT @kumparan: Kemenpar mengimbau wisatawan untuk memperbaraui informasi dari media resmi pemerintah seperti akun twitter @Kemenpar_RI https…,YAKULT,12333,518,"Klaten Utara, Indonesia",False,0,2,2019-07-26 11:24:20
2763,"RT @iradiojogja: Gunung Tangkuban Parahu, Subang, Jawa Barat mengalami erupsi pada Jumat (26/7) pukul 15.48 WIB dengan tinggi kolom abu ter…",WoWoT,11161,486,"Kulon Progo, Yogyakarta",False,0,11,2019-07-26 11:24:08
2764,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,Funny,28986,776,"Bogor, Jawa Barat",False,0,49,2019-07-26 11:24:03
2765,"RT @CNNIndonesia: Gunung Tangkuban Parahu Erupsi, Tinggi Kolom Abu 200 Meter https://t.co/G23suLaeZg",Miya@正統進化作品,166372,659,Indonesia,False,0,33,2019-07-26 11:23:58
2766,RT @SINDOnews: Efek erupsi Gunung Tangkuban Parahu @BNPB_Indonesia  kiriman pembaca https://t.co/wkp2y7ClCc,Feggy Hentrisa,13370,439,,False,0,97,2019-07-26 11:23:55
2767,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,°,41021,761,there... in Youngjae's hoodie.,False,0,49,2019-07-26 11:23:50
2768,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,celdi setiadi,6741,323,Bandung Indonesia,False,0,313,2019-07-26 11:23:43
2769,"Gunung Tangkuban Parahu Erupsi Sebabkan Mobil-mobil Tertutup Abu, PVMBG Sebut Ada Gejala Tak Biasa https://t.co/BQ3qmxcfpq",Samarinda_ID,78420,177,,False,0,0,2019-07-26 11:23:38
2770,Pernyataan Resmi Kementerian Pariwisata tentang Erupsi Gunung Tangkuban Parahu https://t.co/MmqCqrosWa,Radio Sonora,602765,287790,"Jakarta Barat, DKI Jakarta",True,0,1,2019-07-26 11:23:37
2771,RT @OfficialiNewsTV: Gunung Tangkuban Parahu erupsi sore ini sekitar pukul 15.48 WIB. PVMBG Badan Geologi @KementerianESDM menyebut gunung…,Zulfikar Duto Leksono,17064,31,"DKI Jakarta, Indonesia",False,0,66,2019-07-26 11:23:31
2772,@PRFMnews Abu Erupsi Gunung Tangkuban Parahu sampai ke UPI dan ledeng?,Sugiyanto.Yanto63@yahoo.com,1365,44,"Jawa Barat, Indonesia",False,0,0,2019-07-26 11:23:28
2773,"RT @tempoteve: Gunung Tangkuban Parahu Erupsi, Berikut Penjelasan Badan Geologi https://t.co/bqnh1KirMn",juba mansor,13855,289,undisclosed,False,0,1,2019-07-26 11:23:26
2774,RT @tribunnews: BREAKING NEWS: Gunung Tangkuban Parahu Erupsi https://t.co/QxkKzrFGTJ via @tribunnews,Wiwindadah,6262,487,Pabuaran Indah,False,0,21,2019-07-26 11:23:26
2775,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",saestu,14052,582,"Boyolali, Indonesia",False,0,198,2019-07-26 11:23:20
2776,"Yang di Subang, Bandung dan sekitar nya please stay safe yaa 😭😭  

ngeri bgt liat erupsi gunung Tangkuban Parahu😫😫",#SeoulTownRoad • LarasLie 💜💖💜💖💜,10866,134,,False,0,0,2019-07-26 11:23:15
2777,"RT @KompasTV: [VIDEO] BREAKING NEWS – Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/9eYJnOWwDk https://t.co/gvaeRn…",Gi,62906,420,C224 005/013,False,0,37,2019-07-26 11:23:14
2778,RT @AhmadSatrio3: Gunung Tangkuban Parahu baru saja meletus. Stay safe buat semua wargi Bandung dan sekitarnya. My prayers are within you a…,Grace Stefanie,36528,914,,False,0,49,2019-07-26 11:23:06
2779,Gunung Tangkuban Parahu mengalami erupsi pada Jumat (26/7/2019) pukul 15.48 WIB. Erupsi tersebut berasal dari Kawah… https://t.co/9ihGGUd2Za,94.8 FM Bandung,114796,8678,Jl. Surya Sumantri No. 6c,False,1,0,2019-07-26 11:23:01
2780,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",Rosè,62356,1404,,False,0,95,2019-07-26 11:22:56
2781,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",Natanael Priyo B,3754,149,"Jakarta, Indonesia",False,0,95,2019-07-26 11:22:56
2782,"RT @merdekadotcom: Gunung Tangkuban Parahu Erupsi, Petugas Fokus Evakuasi https://t.co/tKlLcsd9nI",pejuang perubahan,11044,289,republik sulap,False,0,3,2019-07-26 11:22:52
2783,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",NUR VITRIANI,15103,595,Indonesia,False,0,95,2019-07-26 11:22:51
2784,"RT @infogarut: 📡NEWSALERT : Gunung Tangkuban Parahu Meletus pukul 14.48 WIB.

Gunung Tangkuban Parahu, Jawa Barat erupsi sekitar pkl 14.48…",Itep Saepul Gofar,18797,517,Cicalengka - Bandung PP,False,0,116,2019-07-26 11:22:46
2785,"Gara-gara tagar Indonesia Dijajah China, terjadi erupsi Gunung Tangkuban Parahu. #bongkrek",gitaputrid,97908,26191,,True,1,0,2019-07-26 11:22:39
2786,"Gunung Tangkuban Parahu Erupsi, Tinggi Kolom Abu 200 Meter, PVMBG: Wisatawan Jangan Mendekat Kawah… https://t.co/8EzK0Os6Wk",Random Sulsel,35406,98,"Makassar, Indonesia",False,0,0,2019-07-26 11:22:38
2787,"Erupsi Gunung Tangkuban Parahu, Dua Orang Dilarikan ke Klinik Sespim: Belum diketahui adanya korban sehubungan deng… https://t.co/gh9AQwEw3c",Pengkolan,18995,211,"Margaasih, West Java",False,0,0,2019-07-26 11:22:38
2788,RT @OfficialiNewsTV: Gunung Tangkuban Parahu erupsi sore ini sekitar pukul 15.48 WIB. PVMBG Badan Geologi @KementerianESDM menyebut gunung…,maharsanty,57362,619,"Yogyakarta, INA.",False,0,66,2019-07-26 11:22:38
2789,"RT @id_ruber: Innalillahi, Gunung Tangkuban Parahu Erupsi https://t.co/P4cnTJHalF

#gunungtangkubanparahu #erupsi #tangkubanparahu #lembang…",rahman_noor,11310,195,Jambi City,False,0,1,2019-07-26 11:22:37
2790,"Gunung Tangkuban Parahu Erupsi, Ini yang Harus Diwaspadai https://t.co/J3reE544TY",nurul fadilah,13470,75,cikarang,False,0,0,2019-07-26 11:22:35
2791,Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah timur laut dan selatan. Erupsi ini terek… https://t.co/QG1XuXi9kW,URBANCIKARANG.COM,162215,154788,"Cikarang, West Java, Indonesia",False,0,2,2019-07-26 11:22:35
2792,"Telah terjadi erupsi Gunung Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 2019 pukul 15:48 WIB dengan tinggi ko… https://t.co/2PadhCt3dT",URBANCIKARANG.COM,162215,154788,"Cikarang, West Java, Indonesia",False,8,17,2019-07-26 11:22:33
2793,"RT @KompasTV: [VIDEO] BREAKING NEWS – Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/9eYJnOWwDk https://t.co/gvaeRn…",M Y S Purwaningtyas,31712,311,"Jakarta, Indonesia. Earth.",False,0,37,2019-07-26 11:22:33
2794,"RT @detikcom: Gunung Tangkuban Parahu, Jawa Barat, mengalami erupsi. Pengunjung dan warga sekitar diminta waspada. #erupsi #gunungtangkuban…",Moh Maulana,60031,1536,"Yogyakarta, Indonesia",False,0,95,2019-07-26 11:22:28
2795,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Benny M. Fazrido,21752,260,,False,0,266,2019-07-26 11:22:28
